user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
glenpyle,Glen Pyle,8.02927E+17,2016-11-27 17:28,/glenpyle/status/802927024398618624,5,2,4,"How can you say no to the pitch line ""Would you like to help us change the world?"" Selling their boxes to support @PlanCanada @biaagcanadapic.twitter.com/rXzWOzEVAg","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How can you say no to the pitch line ""Would you like to help us change the world?"" Selling their boxes to support <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20016977"" dir=""ltr"" href=""/PlanCanada""><s>@</s><b><strong>PlanCanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""44375245"" dir=""ltr"" href=""/biaagcanada""><s>@</s><b>biaagcanada</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/rXzWOzEVAg"">pic.twitter.com/rXzWOzEVAg</a></p>"
,,,,,,,,,
glenpyle,Glen Pyle,8.02739E+17,2016-11-27 5:01,/glenpyle/status/802739089611096064,1,0,0,@ #Waterdown #Fortinos tmrw 4 kids 2 sell #giftboxes 2 raise $$ 4 @PlanCanada @biaagcanada. Buy groceries & save the world. #onestopshoppingpic.twitter.com/Dqk7s7TEHN,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">@ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Waterdown?src=hash""><s>#</s><b>Waterdown</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Fortinos?src=hash""><s>#</s><b>Fortinos</b></a> tmrw 4 kids 2 sell <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/giftboxes?src=hash""><s>#</s><b>giftboxes</b></a> 2 raise $$ 4 <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20016977"" dir=""ltr"" href=""/PlanCanada""><s>@</s><b><strong>PlanCanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""44375245"" dir=""ltr"" href=""/biaagcanada""><s>@</s><b>biaagcanada</b></a>. Buy groceries &amp; save the world. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/onestopshopping?src=hash""><s>#</s><b>onestopshopping</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Dqk7s7TEHN"">pic.twitter.com/Dqk7s7TEHN</a></p>"
,,,,,,,,,
CanWaCH,CanWaCH,7.96863E+17,2016-11-10 23:52,/CanWaCH/status/796863133214265344,3,0,4,Look at the exciting new additions to our Board of Directors! @PlanCanada @HealthBridgeCan @CanadaDev http://bit.ly/2eWVpuK ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Look at the exciting new additions to our Board of Directors! <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20016977"" dir=""ltr"" href=""/PlanCanada""><s>@</s><b><strong>PlanCanada</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2241005173"" dir=""ltr"" href=""/HealthBridgeCan""><s>@</s><b>HealthBridgeCan</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""104532480"" dir=""ltr"" href=""/CanadaDev""><s>@</s><b>CanadaDev</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2eWVpuK"" dir=""ltr"" href=""https://t.co/qY13hl12CI"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2eWVpuK""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2eWVpuK</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>"
,,,,,,,,,
PlanCanada,Plan Int'l Canada,7.96762E+17,2016-11-10 17:11,/PlanCanada/status/796762092082708480,5,0,3,Proud to be part of this @JaysCare initiative!https://twitter.com/JaysCare/status/796495158263054338 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Proud to be part of this <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""46652264"" dir=""ltr"" href=""/JaysCare""><s>@</s><b>JaysCare</b></a> initiative!<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/JaysCare/status/796495158263054338"" dir=""ltr"" href=""https://t.co/ePFRHa4piy"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/JaysCare/status/796495158263054338""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/JaysCare/statu</span><span class=""invisible"">s/796495158263054338</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
,,,,,,,,,
jackie_quirk,Jacquelyn Quirk,8.02652E+17,2016-11-26 23:14,/jackie_quirk/status/802651811404513281,3,0,0,I'm loving this pop up #GiftsOfHope shop @PlanCanada. Just got some Christmas shopping done! #ChristmasMarketTOpic.twitter.com/guc4DQnDOV,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I'm loving this pop up <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GiftsOfHope?src=hash""><s>#</s><b>GiftsOfHope</b></a> shop <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""20016977"" dir=""ltr"" href=""/PlanCanada""><s>@</s><b><strong>PlanCanada</strong></b></a>. Just got some Christmas shopping done! <img alt=""🎄"" aria-label=""Emoji: Christmas tree"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f384.png"" title=""Christmas tree""/><img alt=""👏🏼"" aria-label=""Emoji: Clapping hands sign (medium light skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44f-1f3fc.png"" title=""Clapping hands sign (medium light skin tone)""/><img alt=""💁🏼"" aria-label=""Emoji: Information desk person (medium light skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f481-1f3fc.png"" title=""Information desk person (medium light skin tone)""/><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ChristmasMarketTO?src=hash""><s>#</s><b>ChristmasMarketTO</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/guc4DQnDOV"">pic.twitter.com/guc4DQnDOV</a></p>"
,,,,,,,,,
